52 4
1 1 2.2796814532904266
1 2 -8.499772046339885
1 3 9.677815356824876
1 4 -7.177808934704628
2 1 -6.8996123722022675
2 2 1.2979456092972743
2 3 -2.960052142801637
2 4 8.59838662436877
3 1 8.998036137424469
3 2 7.341660778442487
3 3 -11.221074996647483
3 4 2.595703714309755
4 1 -13.511963406058541
4 2 5.236683699993815
4 3 12.198134899641898
4 4 -3.8842059763868075
1 5 0.2007679662415153
2 6 0.19372617390798783
3 7 0.03473370230434094
4 8 0.2753369728606172
5 5 5.533371773491558
5 6 11.12247057702468
5 7 -12.709606871526319
5 8 5.733862893921671
6 5 -8.21318340972302
6 6 1.9785772658071985
6 7 8.448754510741495
6 8 0.43421337761153367
7 5 2.4765395383512385
7 6 -6.389279859736712
7 7 7.14626563242844
7 8 -15.850252260244352
8 5 -2.6188947686197808
8 6 -4.390951387196398
8 7 1.6877002098000862
8 8 11.22839527716528
5 9 0.24127517133087817
6 10 0.0632798181768792
7 11 0.08056959498971673
8 12 0.2110666600721048
5 3 0.20166974553295985
5 4 0.2426608113366579
6 3 0.059106322902205764
6 4 0.2288469695628173
7 3 0.28092208139071606
7 4 0.2775608934098602
8 3 0.0345472153803426
8 4 0.1236410767696139
9 9 7.963250353965826
9 10 -5.309657837533892
9 11 -1.693407491675754
9 12 0.48836448982195535
10 9 -13.464969033926625
10 10 0.08970210490938745
10 11 11.245383745367741
10 12 -2.164728989611413
11 9 5.53114975282346
11 10 8.05108954367741
11 11 -2.718530159043008
11 12 -8.271790505085646
12 9 4.087743635499087
12 10 -1.359494600628222
12 11 -11.515861187751156
12 12 16.322695445328442
9 13 0.1264739524885439
10 14 0.21921505840352834
11 15 0.11703190400038219
12 16 0.025737273801631842
9 7 0.1795152610507863
9 8 0.15103391469357805
10 7 0.06763023363231903
10 8 0.23462844480146192
11 7 0.17813899164326025
11 8 0.09767153391399006
12 7 0.2570869641051148
12 8 0.023206088834776616
13 13 -16.760769091160707
13 14 6.566923066372842
13 15 8.447364820685287
13 16 0.5279092898895051
14 13 2.79572091421382
14 14 -9.700510648479137
14 15 10.280126394778362
14 16 -4.793647645440892
15 13 -7.118813537879684
15 14 0.30681960249927676
15 15 -0.30011693954213176
15 16 9.788804571589791
16 13 11.238931727618661
16 14 2.5378805771064497
16 15 -9.384648890031135
16 16 -1.4936508975308729
13 17 0.1891457213151707
14 18 0.16880942703973803
15 19 0.12059956085855536
16 20 0.24662625591500476
13 11 0.039003797096592054
13 12 0.15385621806350785
14 11 0.2908553398722504
14 12 0.12753122819210375
15 11 0.22275888415206305
15 12 0.02084738950798135
16 11 0.16336882210772954
16 12 0.14608937364084115
17 17 5.655179780932194
17 18 1.1354688105164152
17 19 -8.376155054658907
17 20 -2.6435566645948128
18 17 5.212125590207017
18 18 6.586330186207289
18 19 15.259856946780065
18 20 -14.212626584048541
19 17 0.887965711860141
19 18 -9.52540010817879
19 19 -3.1311632220938215
19 20 7.338553770823035
20 17 -10.28612081278926
20 18 6.14175532792067
20 19 7.8775284794580696
20 20 4.405918771203099
17 21 0.12431294237538497
18 22 0.14071905847441993
19 23 0.25428907518486754
20 24 0.11942268744342589
17 15 0.29295988571801856
17 16 0.2421935198509021
18 15 0.07434890692296352
18 16 0.16531551456255883
19 15 0.12315085139655081
19 16 0.24441056559491936
20 15 0.09872011990278888
20 16 0.15862733968555898
21 21 2.0415333673999343
